# TLE InfoGPS-43 catalog #24876 epoch 2022-01-04 07:54:25 UTC
# GPS-43
# 1 24876U 97035A   22004.32945293  .00000038  00000-0  00000-0 0  9997
# 2 24876  55.4921 162.0762 0056001  54.4997 305.9846  2.00563059179360
# MJD   UTC   X[m]   Y[m]   Z[m]   XDOT[m/s]   YDOT[m/s]   ZDOT[m/s]
# 
 59583 38005.00 -8675264.27243 -12717136.31705 21472207.21036     3540.07851    -1532.23611      534.29154 
 59583 38065.00 -8462523.80107 -12808574.26242 21503429.63811     3551.18788    -1515.68937      506.42790 
 59583 38125.00 -8249125.06976 -12899015.88676 21532979.10493     3562.02029    -1499.02581      478.52670 
 59583 38185.00 -8035084.72036 -12988454.22178 21560853.42297     3572.57494    -1482.24679      450.59013 
 59583 38245.00 -7820419.44319 -13076882.37932 21587050.53697     3582.85102    -1465.35363      422.62042 
 59583 38305.00 -7605145.97561 -13164293.55191 21611568.52437     3592.84776    -1448.34769      394.61977 
 59583 38365.00 -7389281.10068 -13250681.01331 21634405.59543     3602.56441    -1431.23033      366.59040 
 59583 38425.00 -7172841.64575 -13336038.11901 21655560.09337     3612.00024    -1414.00291      338.53453 
 59583 38485.00 -6955844.48112 -13420358.30676 21675030.49441     3621.15455    -1396.66680      310.45437 
 59583 38545.00 -6738306.51864 -13503635.09707 21692815.40794     3630.02667    -1379.22339      282.35215 
 59583 38605.00 -6520244.71031 -13585862.09374 21708913.57651     3638.61592    -1361.67408      254.23008 
 59583 38665.00 -6301676.04691 -13667032.98431 21723323.87592     3646.92167    -1344.02025      226.09038 
 59583 38725.00 -6082617.55661 -13747141.54060 21736045.31531     3654.94333    -1326.26333      197.93528 
 59583 38785.00 -5863086.30356 -13826181.61912 21747077.03715     3662.68028    -1308.40473      169.76700 
 59583 38845.00 -5643099.38653 -13904147.16163 21756418.31727     3670.13198    -1290.44586      141.58777 
 59583 38905.00 -5422673.93746 -13981032.19551 21764068.56493     3677.29788    -1272.38817      113.39980 
 59583 38965.00 -5201827.12010 -14056830.83430 21770027.32275     3684.17746    -1254.23309       85.20532 
 59583 39025.00 -4980576.12861 -14131537.27809 21774294.26678     3690.77023    -1235.98207       57.00655 
 59583 39085.00 -4758938.18614 -14205145.81399 21776869.20640     3697.07571    -1217.63656       28.80572 
 59583 39145.00 -4536930.54343 -14277650.81658 21777752.08439     3703.09346    -1199.19802        0.60505 
 59583 39205.00 -4314570.47740 -14349046.74827 21776942.97678     3708.82305    -1180.66792      -27.59325 
 59583 39265.00 -4091875.28977 -14419328.15981 21774442.09290     3714.26408    -1162.04774      -55.78694 
 59583 39325.00 -3868862.30561 -14488489.69061 21770249.77525     3719.41617    -1143.33896      -83.97382 
 59583 39385.00 -3645548.87195 -14556526.06922 21764366.49945     3724.27897    -1124.54306     -112.15166 
 59583 39445.00 -3421952.35641 -14623432.11367 21756792.87415     3728.85215    -1105.66154     -140.31824 
 59583 39505.00 -3198090.14569 -14689202.73188 21747529.64095     3733.13540    -1086.69591     -168.47136 
 59583 39565.00 -2973979.64428 -14753832.92204 21736577.67426     3737.12844    -1067.64767     -196.60880 
 59583 39625.00 -2749638.27294 -14817317.77297 21723937.98121     3740.83100    -1048.51833     -224.72834 
 59583 39685.00 -2525083.46736 -14879652.46451 21709611.70150     3744.24285    -1029.30941     -252.82779 
 59583 39745.00 -2300332.67671 -14940832.26784 21693600.10729     3747.36378    -1010.02244     -280.90493 
 59583 39805.00 -2075403.36226 -15000852.54583 21675904.60300     3750.19360     -990.65895     -308.95756 
 59583 39865.00 -1850312.99592 -15059708.75342 21656526.72518     3752.73214     -971.22048     -336.98348 
 59583 39925.00 -1625079.05887 -15117396.43790 21635468.14233     3754.97926     -951.70857     -364.98049 
 59583 39985.00 -1399719.04012 -15173911.23927 21612730.65472     3756.93483     -932.12476     -392.94640 
 59583 40045.00 -1174250.43512 -15229248.89053 21588316.19415     3758.59878     -912.47062     -420.87901 
 59583 40105.00  -948690.74435 -15283405.21801 21562226.82383     3759.97101     -892.74769     -448.77615 
 59583 40165.00  -723057.47186 -15336376.14164 21534464.73807     3761.05149     -872.95754     -476.63562 
 59583 40225.00  -497368.12393 -15388157.67527 21505032.26209     3761.84019     -853.10174     -504.45524 
 59583 40285.00  -271640.20761 -15438745.92694 21473931.85181     3762.33711     -833.18185     -532.23285 
 59583 40345.00   -45891.22935 -15488137.09915 21441166.09353     3762.54226     -813.19947     -559.96626 
 59583 40405.00   179861.30644 -15536327.48911 21406737.70374     3762.45571     -793.15616     -587.65332 
 59583 40465.00   405599.89878 -15583313.48906 21370649.52879     3762.07751     -773.05351     -615.29186 
 59583 40525.00   631307.05153 -15629091.58644 21332904.54463     3761.40775     -752.89312     -642.87971 
 59583 40585.00   856965.27479 -15673658.36418 21293505.85654     3760.44656     -732.67657     -670.41474 
 59583 40645.00  1082557.08627 -15717010.50094 21252456.69879     3759.19407     -712.40546     -697.89478 
 59583 40705.00  1308065.01276 -15759144.77129 21209760.43431     3757.65044     -692.08140     -725.31771 
 59583 40765.00  1533471.59146 -15800058.04598 21165420.55444     3755.81586     -671.70598     -752.68138 
 59583 40825.00  1758759.37141 -15839747.29209 21119440.67852     3753.69054     -651.28082     -779.98366 
 59583 40885.00  1983910.91485 -15878209.57330 21071824.55355     3751.27471     -630.80752     -807.22242 
 59583 40945.00  2208908.79868 -15915442.05003 21022576.05388     3748.56863     -610.28770     -834.39556 
 59583 41005.00  2433735.61575 -15951441.97962 20971699.18082     3745.57257     -589.72298     -861.50095 
 59583 41065.00  2658373.97633 -15986206.71657 20919198.06223     3742.28683     -569.11498     -888.53649 
 59583 41125.00  2882806.50945 -16019733.71262 20865076.95217     3738.71175     -548.46532     -915.50007 
 59583 41185.00  3107015.86428 -16052020.51697 20809340.23050     3734.84766     -527.77562     -942.38961 
 59583 41245.00  3330984.71154 -16083064.77641 20751992.40245     3730.69494     -507.04752     -969.20303 
 59583 41305.00  3554695.74483 -16112864.23547 20693038.09824     3726.25397     -486.28264     -995.93823 
 59583 41365.00  3778131.68203 -16141416.73654 20632482.07260     3721.52519     -465.48261    -1022.59315 
 59583 41425.00  4001275.26666 -16168720.22002 20570329.20436     3716.50902     -444.64908    -1049.16572 
 59583 41485.00  4224109.26924 -16194772.72442 20506584.49603     3711.20592     -423.78367    -1075.65389 
 59583 41545.00  4446616.48865 -16219572.38645 20441253.07328     3705.61639     -402.88802    -1102.05561 
 59583 41605.00  4668779.75351 -16243117.44118 20374340.18453     3699.74092     -381.96378    -1128.36883 
 59583 41665.00  4890581.92351 -16265406.22207 20305851.20043     3693.58005     -361.01258    -1154.59153 
 59583 41725.00  5112005.89074 -16286437.16110 20235791.61341     3687.13432     -340.03607    -1180.72167 
 59583 41785.00  5333034.58109 -16306208.78882 20164167.03715     3680.40432     -319.03589    -1206.75724 
 59583 41845.00  5553650.95555 -16324719.73443 20090983.20610     3673.39063     -298.01369    -1232.69623 
 59583 41905.00  5773838.01155 -16341968.72585 20016245.97495     3666.09388     -276.97110    -1258.53665 
 59583 41965.00  5993578.78434 -16357954.58974 19939961.31810     3658.51471     -255.90978    -1284.27649 
 59583 42025.00  6212856.34822 -16372676.25157 19862135.32914     3650.65378     -234.83138    -1309.91379 
 59583 42085.00  6431653.81799 -16386132.73567 19782774.22031     3642.51178     -213.73753    -1335.44656 
 59583 42145.00  6649954.35016 -16398323.16521 19701884.32193     3634.08941     -192.62990    -1360.87285 
 59583 42205.00  6867741.14432 -16409246.76226 19619472.08183     3625.38739     -171.51012    -1386.19069 
 59583 42265.00  7084997.44445 -16418902.84779 19535544.06482     3616.40649     -150.37986    -1411.39815 
 59583 42325.00  7301706.54020 -16427290.84167 19450106.95207     3607.14748     -129.24074    -1436.49329 
 59583 42385.00  7517851.76823 -16434410.26265 19363167.54053     3597.61114     -108.09443    -1461.47419 
 59583 42445.00  7733416.51344 -16440260.72840 19274732.74236     3587.79830      -86.94256    -1486.33892 
 59583 42505.00  7948384.21034 -16444841.95541 19184809.58427     3577.70978      -65.78680    -1511.08559 
 59583 42565.00  8162738.34427 -16448153.75903 19093405.20696     3567.34645      -44.62878    -1535.71231 
 59583 42625.00  8376462.45269 -16450196.05340 19000526.86445     3556.70919      -23.47015    -1560.21718 
 59583 42685.00  8589540.12650 -16450968.85140 18906181.92348     3545.79890       -2.31256    -1584.59833 
 59583 42745.00  8801955.01124 -16450472.26463 18810377.86285     3534.61650       18.84235    -1608.85391 
 59583 42805.00  9013690.80840 -16448706.50331 18713122.27278     3523.16294       39.99294    -1632.98206 
 59583 42865.00  9224731.27667 -16445671.87622 18614422.85424     3511.43916       61.13756    -1656.98094 
 59583 42925.00  9435060.23316 -16441368.79064 18514287.41831     3499.44617       82.27457    -1680.84873 
 59583 42985.00  9644661.55466 -16435797.75226 18412723.88547     3487.18497      103.40234    -1704.58359 
 59583 43045.00  9853519.17891 -16428959.36507 18309740.28493     3474.65658      124.51922    -1728.18373 
 59583 43105.00 10061617.10578 -16420854.33127 18205344.75395     3461.86204      145.62358    -1751.64736 
 59583 43165.00 10268939.39852 -16411483.45118 18099545.53714     3448.80243      166.71379    -1774.97268 
 59583 43225.00 10475470.18499 -16400847.62308 17992350.98573     3435.47883      187.78821    -1798.15794 
 59583 43285.00 10681193.65885 -16388947.84314 17883769.55689     3421.89235      208.84521    -1821.20136 
 59583 43345.00 10886094.08076 -16375785.20523 17773809.81297     3408.04411      229.88317    -1844.10120 
 59583 43405.00 11090155.77963 -16361360.90083 17662480.42079     3393.93527      250.90046    -1866.85573 
 59583 43465.00 11293363.15374 -16345676.21885 17549790.15092     3379.56698      271.89546    -1889.46322 
 59583 43525.00 11495700.67198 -16328732.54550 17435747.87689     3364.94043      292.86655    -1911.92196 
 59583 43585.00 11697152.87500 -16310531.36411 17320362.57448     3350.05684      313.81211    -1934.23026 
 59583 43645.00 11897704.37640 -16291074.25494 17203643.32093     3334.91742      334.73052    -1956.38643 
 59583 43705.00 12097339.86388 -16270362.89507 17085599.29419     3319.52343      355.62018    -1978.38881 
 59583 43765.00 12296044.10039 -16248399.05813 16966239.77212     3303.87612      376.47947    -2000.23572 
 59583 43825.00 12493801.92530 -16225184.61417 16845574.13176     3287.97677      397.30680    -2021.92552 
 59583 43885.00 12690598.25554 -16200721.52942 16723611.84847     3271.82670      418.10055    -2043.45659 
 59583 43945.00 12886418.08672 -16175011.86611 16600362.49520     3255.42721      438.85914    -2064.82730 
 59583 44005.00 13081246.49426 -16148057.78224 16475835.74164     3238.77966      459.58097    -2086.03605 
 59583 44065.00 13275068.63451 -16119861.53136 16350041.35342     3221.88539      480.26444    -2107.08124 
 59583 44125.00 13467869.74589 -16090425.46233 16222989.19134     3204.74579      500.90797    -2127.96130 
 59583 44185.00 13659635.14995 -16059752.01911 16094689.21045     3187.36225      521.50998    -2148.67466 
 59583 44245.00 13850350.25248 -16027843.74047 15965151.45933     3169.73618      542.06889    -2169.21977 
 59583 44305.00 14040000.54462 -15994703.25979 15834386.07918     3151.86902      562.58313    -2189.59509 
 59583 44365.00 14228571.60392 -15960333.30476 15702403.30298     3133.76221      583.05111    -2209.79910 
 59583 44425.00 14416049.09541 -15924736.69713 15569213.45468     3115.41721      603.47129    -2229.83029 
