# TLE InfoGPS-43 catalog #24876 epoch 2022-01-04 07:54:25 UTC
# GPS-43
# 1 24876U 97035A   22004.32945293  .00000038  00000-0  00000-0 0  9997
# 2 24876  55.4921 162.0762 0056001  54.4997 305.9846  2.00563059179360
# MJD   UTC   X[m]   Y[m]   Z[m]   XDOT[m/s]   YDOT[m/s]   ZDOT[m/s]
# 
 59583 28465.00 -25187802.02757  8150829.91109      863.26856     -660.42786    -2101.40143     3202.25260 
 59583 28525.00 -25226453.23849  8024431.62694   192996.74014     -627.93127    -2111.82773     3202.12770 
 59583 28585.00 -25263153.05076  7897412.62565   385115.28884     -595.38203    -2122.09197     3201.75502 
 59583 28645.00 -25297898.38149  7769782.65653   577204.04680     -562.78268    -2132.19330     3201.13453 
 59583 28705.00 -25330686.29988  7641551.51911   769248.14480     -530.13576    -2142.13089     3200.26622 
 59583 28765.00 -25361514.02750  7512729.06232   961232.71342     -497.44379    -2151.90393     3199.15008 
 59583 28825.00 -25390378.93858  7383325.18382  1153142.88426     -464.70934    -2161.51161     3197.78616 
 59583 28885.00 -25417278.56032  7253349.82915  1344963.79111     -431.93496    -2170.95313     3196.17449 
 59583 28945.00 -25442210.57317  7122812.99101  1536680.57115     -399.12319    -2180.22772     3194.31515 
 59583 29005.00 -25465172.81104  6991724.70845  1728278.36613     -366.27660    -2189.33461     3192.20822 
 59583 29065.00 -25486163.26160  6860095.06610  1919742.32357     -333.39775    -2198.27305     3189.85379 
 59583 29125.00 -25505180.06648  6727934.19340  2111057.59795     -300.48922    -2207.04229     3187.25202 
 59583 29185.00 -25522221.52151  6595252.26378  2302209.35193     -267.55357    -2215.64162     3184.40302 
 59583 29245.00 -25537286.07691  6462059.49389  2493182.75750     -234.59338    -2224.07032     3181.30698 
 59583 29305.00 -25550372.33750  6328366.14276  2683962.99718     -201.61123    -2232.32768     3177.96408 
 59583 29365.00 -25561479.06290  6194182.51106  2874535.26527     -168.60969    -2240.41303     3174.37452 
 59583 29425.00 -25570605.16765  6059518.94024  3064884.76897     -135.59135    -2248.32568     3170.53853 
 59583 29485.00 -25577749.72140  5924385.81173  3254996.72961     -102.55881    -2256.06498     3166.45636 
 59583 29545.00 -25582911.94907  5788793.54613  3444856.38387      -69.51464    -2263.63029     3162.12826 
 59583 29605.00 -25586091.23095  5652752.60239  3634448.98491      -36.46143    -2271.02096     3157.55453 
 59583 29665.00 -25587287.10281  5516273.47698  3823759.80362       -3.40179    -2278.23639     3152.73548 
 59583 29725.00 -25586499.25606  5379366.70306  4012774.12980       29.66170    -2285.27596     3147.67141 
 59583 29785.00 -25583727.53777  5242042.84965  4201477.27333       62.72644    -2292.13909     3142.36269 
 59583 29845.00 -25578971.95081  5104312.52081  4389854.56539       95.78984    -2298.82520     3136.80967 
 59583 29905.00 -25572232.65388  4966186.35477  4577891.35962      128.84929    -2305.33373     3131.01275 
 59583 29965.00 -25563509.96158  4827675.02311  4765573.03334      161.90220    -2311.66413     3124.97231 
 59583 30025.00 -25552804.34443  4688789.22990  4952884.98875      194.94597    -2317.81586     3118.68880 
 59583 30085.00 -25540116.42892  4549539.71086  5139812.65406      227.97799    -2323.78840     3112.16264 
 59583 30145.00 -25525446.99749  4409937.23251  5326341.48473      260.99568    -2329.58125     3105.39432 
 59583 30205.00 -25508796.98857  4269992.59130  5512456.96464      293.99642    -2335.19391     3098.38430 
 59583 30265.00 -25490167.49655  4129716.61274  5698144.60726      326.97763    -2340.62592     3091.13309 
 59583 30325.00 -25469559.77173  3989120.15058  5883389.95685      359.93670    -2345.87679     3083.64122 
 59583 30385.00 -25446975.22031  3848214.08591  6068178.58965      392.87103    -2350.94610     3075.90923 
 59583 30445.00 -25422415.40433  3707009.32627  6252496.11501      425.77804    -2355.83340     3067.93768 
 59583 30505.00 -25395882.04158  3565516.80485  6436328.17663      458.65511    -2360.53827     3059.72715 
 59583 30565.00 -25367377.00556  3423747.47953  6619660.45369      491.49967    -2365.06031     3051.27825 
 59583 30625.00 -25336902.32535  3281712.33207  6802478.66204      524.30911    -2369.39912     3042.59158 
 59583 30685.00 -25304460.18553  3139422.36719  6984768.55535      557.08084    -2373.55434     3033.66781 
 59583 30745.00 -25270052.92602  2996888.61169  7166515.92632      589.81229    -2377.52560     3024.50758 
 59583 30805.00 -25233683.04200  2854122.11361  7347706.60780      622.50085    -2381.31256     3015.11157 
 59583 30865.00 -25195353.18372  2711133.94127  7528326.47399      655.14395    -2384.91488     3005.48048 
 59583 30925.00 -25155066.15638  2567935.18243  7708361.44156      687.73902    -2388.33225     2995.61503 
 59583 30985.00 -25112824.91988  2424536.94338  7887797.47085      720.28346    -2391.56437     2985.51597 
 59583 31045.00 -25068632.58874  2280950.34806  8066620.56698      752.77470    -2394.61094     2975.18403 
 59583 31105.00 -25022492.43180  2137186.53714  8244816.78104      785.21018    -2397.47171     2964.62000 
 59583 31165.00 -24974407.87207  1993256.66715  8422372.21121      817.58733    -2400.14640     2953.82468 
 59583 31225.00 -24924382.48648  1849171.90954  8599273.00392      849.90358    -2402.63479     2942.79887 
 59583 31285.00 -24872420.00563  1704943.44982  8775505.35499      882.15638    -2404.93664     2931.54341 
 59583 31345.00 -24818524.31354  1560582.48662  8951055.51075      914.34317    -2407.05174     2920.05916 
 59583 31405.00 -24762699.44742  1416100.23083  9125909.76921      946.46140    -2408.97990     2908.34697 
 59583 31465.00 -24704949.59731  1271507.90464  9300054.48113      978.50852    -2410.72094     2896.40775 
 59583 31525.00 -24645279.10588  1126816.74065  9473476.05122     1010.48199    -2412.27468     2884.24239 
 59583 31585.00 -24583692.46803   982037.98097  9646160.93920     1042.37928    -2413.64098     2871.85183 
 59583 31645.00 -24520194.33064   837182.87632  9818095.66096     1074.19787    -2414.81971     2859.23701 
 59583 31705.00 -24454789.49221   692262.68507  9989266.78963     1105.93521    -2415.81073     2846.39889 
 59583 31765.00 -24387482.90250   547288.67238 10159660.95675     1137.58880    -2416.61396     2833.33846 
 59583 31825.00 -24318279.66219   402272.10923 10329264.85330     1169.15613    -2417.22929     2820.05672 
 59583 31885.00 -24247185.02249   257224.27157 10498065.23087     1200.63469    -2417.65665     2806.55468 
 59583 31945.00 -24174204.38475   112156.43934 10666048.90272     1232.02197    -2417.89599     2792.83338 
 59583 32005.00 -24099343.30010   -32920.10441 10833202.74488     1263.31549    -2417.94725     2778.89388 
 59583 32065.00 -24022607.46898  -177994.07446 10999513.69721     1294.51276    -2417.81042     2764.73725 
 59583 32125.00 -23944002.74074  -323054.18432 11164968.76453     1325.61131    -2417.48547     2750.36458 
 59583 32185.00 -23863535.11321  -468089.14717 11329555.01766     1356.60866    -2416.97242     2735.77699 
 59583 32245.00 -23781210.73223  -613087.67676 11493259.59450     1387.50235    -2416.27127     2720.97559 
 59583 32305.00 -23697035.89119  -758038.48834 11656069.70109     1418.28992    -2415.38206     2705.96153 
 59583 32365.00 -23611017.03056  -902930.29959 11817972.61269     1448.96893    -2414.30483     2690.73598 
 59583 32425.00 -23523160.73737 -1047751.83153 11978955.67479     1479.53694    -2413.03966     2675.30011 
 59583 32485.00 -23433473.74474 -1192491.80944 12139006.30424     1509.99152    -2411.58662     2659.65512 
 59583 32545.00 -23341962.93136 -1337138.96378 12298111.99018     1540.33024    -2409.94579     2643.80223 
 59583 32605.00 -23248635.32091 -1481682.03115 12456260.29519     1570.55070    -2408.11731     2627.74267 
 59583 32665.00 -23153498.08159 -1626109.75512 12613438.85624     1600.65049    -2406.10128     2611.47769 
 59583 32725.00 -23056558.52551 -1770410.88726 12769635.38575     1630.62721    -2403.89785     2595.00854 
 59583 32785.00 -22957824.10814 -1914574.18799 12924837.67262     1660.47849    -2401.50717     2578.33652 
 59583 32845.00 -22857302.42773 -2058588.42751 13079033.58320     1690.20195    -2398.92941     2561.46293 
 59583 32905.00 -22755001.22472 -2202442.38675 13232211.06235     1719.79521    -2396.16477     2544.38908 
 59583 32965.00 -22650928.38111 -2346124.85824 13384358.13439     1749.25594    -2393.21343     2527.11630 
 59583 33025.00 -22545091.91988 -2489624.64707 13535462.90414     1778.58178    -2390.07563     2509.64595 
 59583 33085.00 -22437500.00431 -2632930.57181 13685513.55785     1807.77040    -2386.75158     2491.97938 
 59583 33145.00 -22328160.93739 -2776031.46537 13834498.36424     1836.81948    -2383.24155     2474.11799 
 59583 33205.00 -22217083.16112 -2918916.17600 13982405.67544     1865.72670    -2379.54578     2456.06317 
 59583 33265.00 -22104275.25585 -3061573.56812 14129223.92796     1894.48977    -2375.66456     2437.81633 
 59583 33325.00 -21989745.93964 -3203992.52330 14274941.64364     1923.10640    -2371.59818     2419.37891 
 59583 33385.00 -21873504.06749 -3346161.94113 14419547.43063     1951.57431    -2367.34695     2400.75235 
 59583 33445.00 -21755558.63071 -3488070.74016 14563029.98430     1979.89123    -2362.91120     2381.93811 
 59583 33505.00 -21635918.75617 -3629707.85878 14705378.08820     2008.05492    -2358.29125     2362.93767 
 59583 33565.00 -21514593.70555 -3771062.25615 14846580.61499     2036.06312    -2353.48747     2343.75252 
 59583 33625.00 -21391592.87464 -3912122.91311 14986626.52736     2063.91362    -2348.50022     2324.38418 
 59583 33685.00 -21266925.79257 -4052878.83305 15125504.87891     2091.60419    -2343.32989     2304.83416 
 59583 33745.00 -21140602.12104 -4193319.04286 15263204.81512     2119.13264    -2337.97687     2285.10400 
 59583 33805.00 -21012631.65353 -4333432.59380 15399715.57421     2146.49677    -2332.44158     2265.19525 
 59583 33865.00 -20883024.31457 -4473208.56240 15535026.48803     2173.69440    -2326.72446     2245.10949 
 59583 33925.00 -20751790.15886 -4612636.05137 15669126.98294     2200.72338    -2320.82593     2224.84830 
 59583 33985.00 -20618939.37051 -4751704.19050 15802006.58071     2227.58155    -2314.74646     2204.41327 
 59583 34045.00 -20484482.26223 -4890402.13752 15933654.89939     2254.26678    -2308.48653     2183.80601 
 59583 34105.00 -20348429.27444 -5028719.07903 16064061.65410     2280.77694    -2302.04662     2163.02815 
 59583 34165.00 -20210790.97447 -5166644.23136 16193216.65798     2307.10992    -2295.42723     2142.08134 
 59583 34225.00 -20071578.05569 -5304166.84147 16321109.82296     2333.26364    -2288.62889     2120.96722 
 59583 34285.00 -19930801.33666 -5441276.18783 16447731.16062     2359.23602    -2281.65212     2099.68746 
 59583 34345.00 -19788471.76020 -5577961.58129 16573070.78301     2385.02498    -2274.49747     2078.24374 
 59583 34405.00 -19644600.39258 -5714212.36597 16697118.90346     2410.62849    -2267.16551     2056.63777 
 59583 34465.00 -19499198.42254 -5850017.92014 16819865.83741     2436.04450    -2259.65681     2034.87123 
 59583 34525.00 -19352277.16043 -5985367.65707 16941302.00319     2461.27100    -2251.97196     2012.94587 
 59583 34585.00 -19203848.03728 -6120251.02592 17061417.92279     2486.30598    -2244.11156     1990.86341 
 59583 34645.00 -19053922.60384 -6254657.51260 17180204.22269     2511.14746    -2236.07624     1968.62560 
 59583 34705.00 -18902512.52968 -6388576.64062 17297651.63458     2535.79346    -2227.86664     1946.23420 
 59583 34765.00 -18749629.60221 -6521997.97196 17413750.99617     2560.24203    -2219.48339     1923.69098 
 59583 34825.00 -18595285.72571 -6654911.10794 17528493.25191     2584.49123    -2210.92716     1900.99773 
 59583 34885.00 -18439492.92039 -6787305.69005 17641869.45372     2608.53913    -2202.19862     1878.15625 
 59583 34945.00 -18282263.32138 -6919171.40079 17753870.76178     2632.38384    -2193.29848     1855.16834 
 59583 35005.00 -18123609.17770 -7050497.96458 17864488.44523     2656.02344    -2184.22743     1832.03583 
 59583 35065.00 -17963542.85137 -7181275.14849 17973713.88283     2679.45608    -2174.98619     1808.76055 
 59583 35125.00 -17802076.81626 -7311492.76320 18081538.56374     2702.67990    -2165.57550     1785.34435 
 59583 35185.00 -17639223.65717 -7441140.66375 18187954.08822     2725.69305    -2155.99609     1761.78908 
 59583 35245.00 -17474996.06875 -7570208.75039 18292952.16822     2748.49372    -2146.24874     1738.09661 
 59583 35305.00 -17309406.85444 -7698686.96944 18396524.62819     2771.08010    -2136.33422     1714.26883 
 59583 35365.00 -17142468.92548 -7826565.31406 18498663.40565     2793.45040    -2126.25331     1690.30762 
 59583 35425.00 -16974195.29979 -7953833.82513 18599360.55186     2815.60285    -2116.00682     1666.21488 
 59583 35485.00 -16804599.10093 -8080482.59199 18698608.23251     2837.53570    -2105.59555     1641.99252 
 59583 35545.00 -16633693.55702 -8206501.75330 18796398.72834     2859.24723    -2095.02035     1617.64248 
 59583 35605.00 -16461491.99962 -8331881.49786 18892724.43572     2880.73570    -2084.28205     1593.16667 
 59583 35665.00 -16288007.86268 -8456612.06536 18987577.86733     2901.99943    -2073.38150     1568.56705 
 59583 35725.00 -16113254.68140 -8580683.74720 19080951.65274     2923.03673    -2062.31958     1543.84557 
 59583 35785.00 -15937246.09114 -8704086.88729 19172838.53902     2943.84596    -2051.09717     1519.00419 
 59583 35845.00 -15759995.82626 -8826811.88283 19263231.39128     2964.42545    -2039.71515     1494.04488 
 59583 35905.00 -15581517.71904 -8948849.18509 19352123.19330     2984.77361    -2028.17445     1468.96962 
 59583 35965.00 -15401825.69847 -9070189.30020 19439507.04808     3004.88881    -2016.47597     1443.78041 
 59583 36025.00 -15220933.78918 -9190822.78991 19525376.17838     3024.76948    -2004.62066     1418.47925 
 59583 36085.00 -15038856.11023 -9310740.27234 19609723.92727     3044.41406    -1992.60946     1393.06815 
 59583 36145.00 -14855606.87396 -9429932.42279 19692543.75867     3063.82099    -1980.44333     1367.54912 
 59583 36205.00 -14671200.38483 -9548389.97445 19773829.25788     3082.98876    -1968.12323     1341.92420 
 59583 36265.00 -14485651.03821 -9666103.71919 19853574.13208     3101.91585    -1955.65016     1316.19541 
 59583 36325.00 -14298973.31922 -9783064.50828 19931772.21081     3120.60078    -1943.02511     1290.36481 
 59583 36385.00 -14111181.80154 -9899263.25314 20008417.44651     3139.04209    -1930.24908     1264.43444 
 59583 36445.00 -13922291.14616 -10014690.92607 20083503.91497     3157.23833    -1917.32311     1238.40637 
 59583 36505.00 -13732316.10024 -10129338.56101 20157025.81580     3175.18808    -1904.24822     1212.28265 
 59583 36565.00 -13541271.49582 -10243197.25423 20228977.47289     3192.88992    -1891.02545     1186.06538 
 59583 36625.00 -13349172.24866 -10356258.16506 20299353.33488     3210.34248    -1877.65587     1159.75662 
 59583 36685.00 -13156033.35697 -10468512.51661 20368147.97553     3227.54439    -1864.14054     1133.35847 
 59583 36745.00 -12961869.90017 -10579951.59648 20435356.09425     3244.49431    -1850.48055     1106.87303 
 59583 36805.00 -12766697.03767 -10690566.75745 20500972.51642     3261.19091    -1836.67698     1080.30240 
 59583 36865.00 -12570530.00760 -10800349.41819 20564992.19383     3277.63289    -1822.73094     1053.64869 
 59583 36925.00 -12373384.12558 -10909291.06395 20627410.20508     3293.81898    -1808.64355     1026.91401 
 59583 36985.00 -12175274.78340 -11017383.24722 20688221.75596     3309.74791    -1794.41593     1000.10049 
 59583 37045.00 -11976217.44780 -11124617.58844 20747422.17981     3325.41844    -1780.04922      973.21026 
 59583 37105.00 -11776227.65918 -11230985.77666 20805006.93786     3340.82937    -1765.54457      946.24545 
 59583 37165.00 -11575321.03032 -11336479.57022 20860971.61963     3355.97948    -1750.90313      919.20821 
 59583 37225.00 -11373513.24508 -11441090.79737 20915311.94323     3370.86761    -1736.12609      892.10067 
 59583 37285.00 -11170820.05711 -11544811.35697 20968023.75568     3385.49261    -1721.21462      864.92500 
 59583 37345.00 -10967257.28857 -11647633.21911 21019103.03323     3399.85334    -1706.16991      837.68334 
 59583 37405.00 -10762840.82879 -11749548.42576 21068545.88169     3413.94870    -1690.99317      810.37786 
 59583 37465.00 -10557586.63301 -11850549.09139 21116348.53669     3427.77760    -1675.68561      783.01072 
 59583 37525.00 -10351510.72101 -11950627.40365 21162507.36396     3441.33897    -1660.24846      755.58410 
 59583 37585.00 -10144629.17582 -12049775.62390 21207018.85961     3454.63178    -1644.68295      728.10017 
 59583 37645.00 -9936958.14240 -12147986.08791 21249879.65039     3467.65499    -1628.99033      700.56111 
 59583 37705.00 -9728513.82629 -12245251.20643 21291086.49394     3480.40761    -1613.17184      672.96911 
 59583 37765.00 -9519312.49230 -12341563.46580 21330636.27900     3492.88867    -1597.22876      645.32634 
 59583 37825.00 -9309370.46314 -12436915.42854 21368526.02564     3505.09721    -1581.16235      617.63500 
 59583 37885.00 -9098704.11812 -12531299.73391 21404752.88551     3517.03230    -1564.97392      589.89729 
 59583 37945.00 -8887329.89175 -12624709.09856 21439314.14197     3528.69303    -1548.66473      562.11541 
